fold,test_loss,test_accuracy
1,0.29117822647094727,0.8869448304176331
2,0.6182888150215149,0.9057873487472534
3,0.2110213041305542,0.920592188835144
4,0.26397672295570374,0.9017496705055237
5,0.4043440818786621,0.9044414758682251
